a,긍정,부정,진보,보수,찬성,반대,b,c,d
9,0.86,33.8,18.9,49.25,15.54,44.44,한 총리 “사고 원인 철저한 조사 뒤 엄중 조치하겠다”,"            [사진 출처 : 연합뉴스]                       한덕수 국무총리가 ‘이태원 참사’ 관련 “사고 원인에 대한 철저한 조사와 사실 규명이 이뤄지도록 하겠다”며 “결과에 따라 조치를 엄중히 취하고, 국민 여러분께 소상히 설명드리겠다”고 밝혔습니다. 한 총리는 오늘(5일) 정부서울청사에서 ‘이태원 사고 중대본 회의’를 주재하고 “오늘은 국가 애도 기간의 마지막 날”이라며 이 같이 말했습니다. 한 총리는 또 “내일이면 일부 외국인을 제외한 장례 절차도 마무리될 것으로 보인다”며 “마지막 한 분까지 최선을 다해 장례를 마무리하고, 구호금과 치료비 지급 등 필요한 지원도 신속히 집행해 나가겠다”고 했습니다. 이어 “장례, 치료, 구호금 지급 등 도움이 필요한 경우, ‘이태원 사고 원스톱 통합지원센터’로 연락을 하시면 맞춤형 지원이 가능할 것”이라며 “그렇게 되도록 운영하겠다”고 강조했습니다. 한 총리는 “다시는 이런 불행한 사고가 재발하지 않도록, 국가 안전시스템을 전반적으로 재점검하고, 다중 밀집 시 안전관리 대책 등 재발 방지책을 본격적으로 검토해 나가겠다”고도 밝혔습니다. 한덕수 총리는 희생자의 명복을 빌고, 유가족에게 위로를 전하며 “사고 현장에서 애써주신 의료진과 일선 현장 공무원의 노고에 깊이 감사드린다. 위기에 빠진 시민을 구하기 위해 손 내밀어 주신 국민 여러분께도 감사드린다”고 했습니다. 그러면서 정부는 신속한 사고 수습에 전력을 다해왔다며 “수습이 마무리될 때까지 중대본과 수습본부 등을 통해 필요한 사항을 확실하게 챙기겠다”고 약속했습니다. 조태흠 기자 (jotem@kbs.co.kr)",https://v.daum.net/v/20221105095406220
9,4.83,11.6,10.58,31.66,11.54,30.17,"한 총리 ""이태원 사고 일주일…원인 규명해 국민께 설명""","(서울=뉴스1) 유새슬 기자 = 한덕수 국무총리는 '이태원 참사' 발생 일주일 만이자 국가 애도 기간 마지막날인 5일 ""정부는 다시는 이러한 불행한 사고가 재발하지 않도록 국가 안전시스템을 전반적으로 재점검하고 다중 밀집시 안전관리 대책 등 재발방지책을 본격적으로 검토해 나가겠다""고 밝혔다. 한 총리는 이날 오전 정부서울청사에서 '이태원 사고 중앙재난안전대책본부 회의' 모두 발언을 통해 ""이번 사고 원인에 대한 철저한 조사와 사실 규명도 이루어지도록 하겠다. 결과에 따라 그에 따른 조치를 엄중히 취하고 국민 여러분께도 소상히 설명드리겠다""며 이같이 말했다. 한 총리는 ""정부는 사고 즉시 국무총리 주재 중대본을 가동하고 특별재난지역 선포, 유가족-공무원간 1:1 매칭, 의료비 선지급 등 신속한 사고수습에 전력을 다했다""며 ""장례·치료·구호금 지급 등 도움이 필요한 경우 '이태원 사고 원스톱 통합지원센터'로 연락하시면 맞춤형 지원이 가능하도록 운영하겠다""고 했다. 그러면서 ""오늘은 국가 애도 기간의 마지막 날이다. 내일(6일)이면 일부 외국인을 제외한 장례 절차도 마무리된다""며 ""마지막 한 분까지 최선을 다해 장례를 마무리하고, 구호금과 치료비 지급 등 필요한 지원도 신속히 집행해 나가겠다. 수습이 마무리될 때까지 중대본과 수습본부 등을 통해 필요한 사항을 세심히 챙기겠다""고 강조했다. 한 총리는 ""일주일 전 사고 현장에서 애써주신 의료진과 일선 현장 공무원의 노고에 깊이 감사드린다. 위기에 빠진 시민을 구하기 위해 손 내밀어 주신 국민 여러분께도 감사를 드린다""며 ""애도 기간 동안 슬픔을 함께 나눠주신 국민 여러분께 다시 한번 감사드린다""고 덧붙였다. yooss@news1.kr ",https://v.daum.net/v/20221105094931173
9,26.86,10.69,21.22,51.9,22.51,20.99,"[현장연결] 한총리 ""사고 발생 일주일 되는 날…유가족께 다시 한번 위로""","한덕수 국무총리가 중앙재난안전대책본부 회의를 주재하고, 이태원 참사 수습 방안과 후속 조치를 논의합니다.  현장 직접 보시겠습니다. [한덕수 / 국무총리]  그 어느 때보다 힘든 시간을 보냈을 유가족분들께 다시 한 번 위로의 말씀을 드립니다. 병원에서 치료 중인 분들의 빠른 쾌유도 기원합니다. 일주일 전 사고 현장에서 애써주신 의료진과 일선 현장 공무원의 노고에 깊이 감사드립니다. 위기에 빠진 시민을 구하기 위해 손 내밀어주신 국민 여러분께도 감사를 드립니다. 또한 사고 발생 이후 자극적인 보도 자제에 뜻을 모아주신 언론이 계셔서 큰 힘이 되었습니다. 정부는 사고 즉시 국무총리 주재 중대본을 가동하고 특별재난지역 선포, 유가족, 공무원 간 1:1 매칭, 의료비 선지급 등 신속한 사고 수습에 전력을 다해 왔습니다. 수습이 마무리될 때까지 중대본과 수습본부 등을 통해 필요한 사항을 확실하게 챙기겠습니다. 오늘은 국가 애도 기간의 마지막 날입니다. 내일이면 일부 외국인을 제외한 장례 절차도 마무리될 것으로 보입니다. 마지막 한 분까지 최선을 다해 장례를 마무리하고 구호금과 치료비 지급 등 필요한 지원도 신속히 집행해 나가겠습니다. 장례, 치료, 구호금 지급 등 도움이 필요한 경우 이태원 사고 원스톱 통합지원센터로 연락을 하시면 맞춤형 지원이 가능할 것입니다. 그렇게 그렇게 되도록 운영하겠습니다. 이번 사고 원인에 대한 철저한 조사와 사실 규명도 이루어지도록 하겠습니다. 결과에 따라 그에 따른 조치를 엄중히 취하고 국민 여러분께도 소상히 설명드리겠습니다. 정부는 다시는 이러한 불행한 사고가 재발하지 않도록 국가 안전 시스템을 전반적으로 재점검하고 다중 밀집 시 안전관리대책 등 재발방지책을 본격적으로 검토해 나가겠습니다. 애도 기간 동안 슬픔을 함께 나눠주신 국민 여러분께 다시 한번 깊이 감사드립니다. 감사합니다. 연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23 (끝)",https://v.daum.net/v/20221105094854165
9,4.43,11.6,18.14,43.66,13.69,26.55,한덕수 총리 “이태원 사고 원인 규명·엄중 조치···국민께 소상히 설명”,"             [서울경제]             한덕수 국무총리는 5일 '이태원 압사 참사'와 관련해 “사고 원인을 조사하고, 결과에 따라 조치를 엄중히 취하겠다”고 말했다. 특히 한 총리는 조사와 관련해 ""국민 여러분께도 소상히 설명드리겠다""고 약속해 정부가 ‘참사를 사고로, 희생자를 사망자로’ 표기하며 책임을 피하려 한다는 일각의 비판을 돌파하려는 의지를 보엿다.    한편 이날 24시를 기해 정부가 지정한 국가애도기간이 종료된다. 송종호 기자 joist1894@sedaily.com            한 총리는 이날 정부서울청사에서 주재한 ‘이태원 사고 중앙재난안전대책본’부 회의 모두발언에서 ""이번 사고 원인에 대한 철저한 조사와 사실 규명이 이뤄지도록 하겠다""며 이같이 말했다. 그러면서 ""정부는 다시는 이러한 불행한 사고가 재발하지 않도록 국가 안전시스템을 전반적으로 재점검하겠다""며 ""다중 밀집 시 안전관리 대책 등 재발방지책을 본격적으로 검토해 나가겠다""고 강조했다. 한 총리는 ""6일이면 일부 외국인을 제외한 장례 절차가 마무리된다""며 ""마지막 한 분까지 최선을 다해 장례를 마무리하고 구호금과 치료비 지급 등 필요한 지원도 신속히 집행하겠다""고 말했다. 그는 ""장례, 치료, 구호금 등 도움이 필요하면 '이태원 사고 원스톱 통합지원센터'에서 맞춤형 지원을 받을 수 있도록 운영하겠다""고 덧붙였다. 한 총리는 ""그 어느 때보다 힘든 시간을 보내셨을 유가족분들께 다시 한번 위로의 말씀을 드린다""며 ""병원에서 치료 중인 분들의 빠른 쾌유도 기원한다""고 말했다.",https://v.daum.net/v/20221105094809160
9,7.72,5.42,16.64,27.7,11.96,9.89,한덕수 총리 “장례·치료·구호금 지급···원스톱 통합지원센터로”,"             [서울경제]             한덕수 국무총리는 5일 ""마지막 한분까지 최선을 다해 장례를 마무리하고 구호금과 치료비 지급 등 필요한 지원을 신속히 집행해 나갈것""이라고 밝혔다.   그는 ""정부는 다시는 이러한 불행한 사고가 재발하지 않도록, 국가 안전시스템을 전반적으로 재점검하고, 다중 밀집시 안전관리 대책 등 재발방지책을 본격적으로 검토해 나갈 것""이라고 했다. 마지막으로 한 총리는 ""이번 사고 원인에 대한 철저한 조사와 사실 규명도 이루어지도록 하고, 결과에 따라 그에 대한 조치를 엄중히 취하고, 국민 여러분께도 소상히 설명드리겠다""고 덧붙였다.  송종호 기자 joist1894@sedaily.com            한 총리는 이날 정부서울청사에서 이태원 사고 중앙재난대책본부회의를 주재하고 ""오늘은 국가 애도기간의 마지막 날로, 내일이면 일부 외국인을 제외한 장례 절차도 마무리 될 것""이라며 이같이 말했다. 그러면서 ""정부는 사고 즉시 국무총리 주재 중대본을 가동하고 특별재난지역 선포, 유가족-공무원간 1:1 매칭, 의료비 선지급 등 신속한 사고수습에 전력을 다해왔다""며 ""수습이 마무리될 때까지 중대본과 수습본부 등을 통해 필요한 사항을 확실하게 챙기겠다""고 약속했다. 이어 ""장례·치료·구호금 지급 등 도움이 필요한 경우, 이태원 사고 원스톱 통합지원센터로 연락을 하시면 맞춤형 지원이 가능할 것입니다. 그렇게 되도록 운영하겠다""고 강조했다.",https://v.daum.net/v/20221105094612146
9,0.87,3.0,25.79,19.07,18.03,32.35,"[현장영상+] ""철저한 조사와 사실 규명 이뤄져야...결과 따라 엄중 조치""","[앵커]  한덕수 국무총리가 이태원 참사와 관련해, 중앙재난안전대책본부 회의를 주재하고 후속 대책과 관련한 논의를 이어갑니다.  특히, 오늘 애도 기간이 끝난 이후 책임 규명과 제도적 보완 방안 마련도 속도를 낼 것으로 보이는데요.  한 총리의 모두발언 내용 직접 들어보겠습니다.  [한덕수 / 국무총리]  오늘은 사고가 발생한 지 꼭 일주일이 되는 날입니다. 가족 또는 친구들과 함께 주말을 즐기던 많은 시민들이 있을 수 없는 사고로 소중한 목숨을 잃었습니다. 돌아가신 분들의 명복을 빌며, 그 어느 때보다 힘든 시간을 보내셨을 유가족분들께 다시 한번 위로의 말씀을 드립니다. 병원에서 치료 중인 분들의 빠른 쾌유도 기원합니다.  일주일 전, 사고 현장에서 애써주신 의료진과 일선 현장 공무원의 노고에 깊이 감사드립니다. 위기에 빠진 시민을 구하기 위해 손 내밀어 주신 국민 여러분께도 감사를 드립니다. 또한, 사고 발생 이후 자극적인 보도 자제에 뜻을 모아 주신 언론이 계셔서 큰 힘이 되었습니다.  정부는 사고 즉시 국무총리 주재 중대본을 가동하고 특별재난지역 선포, 유가족-공무원간 1:1 매칭, 의료비 선지급 등 신속한 사고수습에 전력을 다했습니다. 수습이 마무리될 때까지 중대본과 수습본부 등을 통해 필요한 사항을 세심히 챙기겠습니다.  오늘은 국가 애도 기간의 마지막 날입니다. 내일이면 일부 외국인을 제외한 장례 절차도 마무리됩니다. 마지막 한분까지 최선을 다해 장례를 마무리하고, 구호금과 치료비 지급 등 필요한 지원도 신속히 집행해 나가겠습니다.  또한, 유가족과 다치신 분들에 대한 지원을 위해 '이태원 사고 원스톱 통합지원센터'를 신속히 설치하겠습니다. 장례·치료·구호금 지급 등 도움이 필요한 경우 원스톱으로 맞춤형 지원이 가능하도록 운영하겠습니다.  이번 사고 원인에 대한 철저한 조사와 사실 규명도 이루어져야 하겠습니다. 결과가 나오는 대로 그에 따른 조치를 엄중히 취하고, 국민 여러분께도 소상히 설명드리겠습니다.  정부는 다시는 이러한 불행한 사고가 재발하지 않도록, 국가 안전시스템을 전반적으로 재점검하고, 다중 밀집시 안전관리 대책 등 재발방지책을 본격적으로 검토해 나가겠습니다.  애도 기간 동안 슬픔을 함께 나눠주신 국민 여러분께 다시 한번 감사드립니다.  [YTN은 이태원 참사 희생자들의 명복을 빕니다. 아울러 유족들의 슬픔에 깊은 위로를 전합니다.]  YTN 김세호 (se-35@ytn.co.kr) ※ '당신의 제보가 뉴스가 됩니다'  [카카오톡] YTN 검색해 채널 추가  [전화] 02-398-8585  [메일] social@ytn.co.kr",https://v.daum.net/v/20221105094612145
10,2.74,32.03,17.99,23.01,9.57,44.97,"""북한 동창리발사장 이동식 건물 지붕 해체""‥추가 도발 가능성 주시","북한 평안북도 철산군 동창리의 서해 위성발사장의 이동식 건물의 지붕과 외벽 상당 부분이 해체된 정황이 포착됐습니다. 미국의소리 방송은 오늘 미들베리 국제학연구소 제임스마틴 비확산센터가 공개한 민간 위성사진업체 '플래닛 랩스'의 4일자 위성사진에 이같은 동향이 나타났다고 보도했습니다. 미국의소리에 따르면 조립 건물이 있던 자리가 이전과 달리 텅 비었고, 특히 이틀 전인 2일까지 포착되던 지붕이 사라지면서 하얗게 드러나던 건물의 외형도 자취를 감췄습니다. 건물 주변으로 어렴풋이 그림자가 드리워졌다는 점에서 건물 외벽은 일부 형태를 유지하고 있지만, 바로 옆 주처리 건물에 비해 높이가 확연히 낮아진 것으로 볼 때 건물 외벽의 상당 부분이 해체된 것으로 보인다고 미국의소리는 추정했습니다. 미국의소리는 지난달 11일 촬영된 위성사진을 분석해 이 조립 건물이 원래 위치에서 서쪽으로 약 40m 이동한 사실을 파악했으며, 24일 전후로는 건물 외벽이 해체된 장면을 확인해 보도했습니다. 가로 30m, 세로 20m 규모인 이 건물은 지하 터널로 운송된 로켓 추진체를 바닥에 뚫린 구멍에서 끌어올려 주처리 건물로 옮기고 이후 완성된 로켓을 수직으로 세워 발사장 서쪽 끝부분에 위치한 발사대로 옮기는 역할을 해 왔다고 미국의소리는 전했습니다. 위성사진 분석가인 데이비드 슈멀러 제임스마틴 비확산센터 선임연구원은 ""이번에 포착된 변화는 아마도 이 일대 현대화 작업의 일환일 것""이라며 ""이 건물의 진행 상황을 면밀히 지켜볼 필요가 있다""고 말했습니다. 북한의 대륙간탄도미사일 발사장으로 활용될 수 있는 이곳의 대대적인 변화가 추가 미사일 발사 도발로 이어질 가능성이 대두되고 있습니다. 서혜연 기자(hyseo@mbc.co.kr) 기사 원문 - https://imnews.imbc.com/news/2022/politics/article/6423991_35666.html",https://v.daum.net/v/20221105100412434
10,2.06,25.49,17.19,14.02,4.67,46.01,"""北 동창리 발사장 이동식 건물 지붕 해체""… 도발 가능성 주시","북한이 동창리 서해 위성발사장 내 이동식 건물의 지붕과 외벽 상당부분을 해체한 정황이 포착됐다. 북한의 대륙간탄도미사일(ICBM) 발사장으로 활용돼 오던 곳인 만큼 추가 미사일 도발로 이어질 가능성도 제기된다. 미국의소리(VOA) 방송은 5일 민간 위성사진 업체 ‘플래닛 랩스’의 4일자 위성사진을 분석한 결과 이 같은 동향이 나타났다고 보고했다. VOA에 따르면 조립 건물이 있던 자리가 텅 비어있고, 특히 2일까지 포착되던 지붕이 사라지면서 하얗게 드러나던 건물 외형도 자취를 감췄다. 건물 외벽은 일부 형태를 유지하고 있지만 바로 옆 주처리 건물에 비해 높이가 확연히 낮아진 것으로 볼 때, 외벽도 상당 부분이 해체된 것으로 추정했다. 가로 30m, 세로 20m 규모인 이 건물은 지하 터널로 운송된 로켓 추진체를 바닥에 뚫린 구멍에서 끌어올려 주처리 건물로 옮기고, 이후 완성된 로켓을 수직으로 세워 발사장 서쪽 끝부분에 위치한 발사대로 옮기는 역할을 해 왔다고 방송은 전했다. VOA는 지난달 11일 찍힌 위성사진을 분석해 이 조립 건물이 원래 위치에서 서쪽으로 약 40m 이동했다고 보도했고, 같은 달 24일 자 위성사진에서는 이동식 건물 외벽 일부가 해체된 장면을 확인해 보도했다. 데이빗 슈멀러 미들베리 국제학연구소 제임스 마틴 비확산센터 선임연구원은 VOA에 “이번에 포착된 변화는 이 일대 현대화 작업의 일환일 수 있다”며 “진행 상황을 면밀히 지켜볼 필요가 있다”고 말했다. 동창리 위성발사장에서는 지난 3월 김정은 북한 국무위원장이 ‘현대적 개건·확장’을 지시한 뒤 공사 동향이 계속 포착되고 있다. 북한은 이곳에서 2012년 4월과 12월에는 ‘광명성 3호’를, 2016년 2월에는 ‘광명성 4호’를 발사한 바 있다. 박세인 기자 sane@hankookilbo.com",https://v.daum.net/v/20221105100249410
10,2.34,25.93,18.14,43.18,5.89,51.2,"""北 동창리 이동식 건물 지붕 해체""...추가 도발 가능성 주시","북한 평안북도 철산군 동창리 서해 위성발사장에 있는 이동식 건물의 지붕과 외벽 상당 부분이 해체된 정황이 포착됐습니다.  미국의소리, VOA 방송은 미들베리 국제학연구소 제임스마틴 비확산센터가 공개한 민간 위성사진업체 '플래닛 랩스'의 4일 자 위성사진에 이 같은 동향이 나타났다고 보도했습니다.  위성사진 분석가인 데이비드 슈멀러 제임스마틴 비확산센터 선임연구원은 이번에 포착된 변화는 이 일대 현대화 작업의 일환일 것이라며 진행 상황을 면밀히 지켜볼 필요가 있다고 말했습니다.  동창리 위성발사장에서는 지난 3월 김정은 국무위원장이 '현대적 개건·확장'을 지시한 이후 계속 공사 동향이 포착돼 우리 군과 정보 당국도 주시하고 있는 것으로 알려졌습니다.  북한은 지난 2012년 4월과 12월 동창리 서해위성발사장에서 '광명성 3호' 장거리 로켓을 발사한 데 이어 2016년 2월 '광명성 4호'도 이곳에서 발사한 바 있습니다.  YTN 한연희 (hyheee@ytn.co.kr) ※ '당신의 제보가 뉴스가 됩니다'  [카카오톡] YTN 검색해 채널 추가  [전화] 02-398-8585  [메일] social@ytn.co.kr",https://v.daum.net/v/20221105095701246
10,1.89,30.19,6.52,9.08,2.79,45.67,"″北, 동창리발사장 이동식건물 지붕 해체″…추가 도발 징후","            [파이낸셜뉴스] 북한 평안북도 철산군 동창리 서해 위성발사장의 이동식 건물의 지붕과 외벽 상당 부분이 해체된 정황이 포착됐다. 이 곳은 북한의 대륙간탄도미사일(ICBM) 발사장으로 활용되는 만큼 추가 미사일 발사 도발로 이어질 수 있다는 전망이 나온다.             미국의소리(VOA) 방송은 5일 미들베리 국제학연구소 제임스마틴 비확산센터가 공개한 민간 위성사진업체 '플래닛 랩스'의 4일자 위성사진에 이 같은 동향이 나타났다고 보도했다.  보도에 따르면 조립건물이 있던 자리가 이전과 달리 텅 비었다. 이틀 전인 지난 2일까지 포착되던 지붕이 사라지면서 하얗게 드러나던 건물의 외형도 사라졌다.  VOA는 건물 주변으로 어렴풋이 그림자가 드리워졌다는 점에서 건물 일부 외벽은 형태를 유지하고 있지만 바로 옆 주처리 건물에 비해 높이가 확연히 낮아진 것으로 볼 때 건물 외벽 상당 부분이 해체된 것으로 추정했다.  VOA는 지난달 11일 촬영된 위성사진을 분석해 이 조립 건물이 원래 위치에서 서쪽으로 약 40m 이동한 사실을 파악했다. 24일 전후로는 건물 외벽이 해체된 장면도 확인했다.  이 건물은 가로 30m, 세로 20m 규모다. 지하 터널로 운송된 로켓 추진체를 바닥에 뚫린 구멍에서 끌어올려 주처리 건물로 옮기고 이후 완성된 로켓을 수직으로 세워 발사장 서쪽 끝부분에 위치한 발사대로 옮기는 역할을 해왔다.  이 곳은 북한이 핵탄두를 탑재할 수 있는 장거리 미사일을 개발하는 주요 시설이다. 이에 대량살상무기(WMD) 확산에 대한 국제사회의 우려도 커지고 있다.  북한은 지난 2012년 4월과 12월 동창리 서해위성발사장에서 '광명성 3호' 장거리 로켓을 발사했고, 2016년 2월 '광명성 4호'도 이곳에서 발사한 바 있다.",https://v.daum.net/v/20221105094145097
10,6.06,25.37,18.15,19.91,12.9,37.24,“北 동창리발사장 이동식건물 지붕 해체”…ICBM 추가도발 가능성 대두,"[헤럴드경제] 북한 평안북도 철산군 동창리 서해 위성발사장의 이동식 건물의 지붕과 외벽 상당 부분이 해체된 정황이 포착됐다. 북한의 대표적인 장거리 로켓 발사 장소인 서해 위성발사장의 변화에 대륙간탄도미사일(ICBM) 추가 발사로 이어질 가능성이 대두되고 있다. 미국의소리(VOA) 방송은 5일 미들베리 국제학연구소 제임스마틴 비확산센터가 공개한 민간 위성사진업체 '플래닛 랩스'의 4일자 위성사진에 이같은 동향이 나타났다고 보도했다. 보도에 따르면 조립건물이 있던 자리가 이전과 달리 텅 비었고, 특히 이틀 전인 2일까지 포착되던 지붕이 사라지면서 하얗게 드러나던 건물의 외형이 자취를 감췄다. 일부 외벽은 형태를 유지하고 있지만 높이가 확연히 낮아져 외벽 상당부분이 해체된 것으로 추정된다는 것이다. VOA는 지난달 11일 촬영된 위성사진을 분석해 해당 건물이 원래 위치에서 서쪽으로 약 40m 이동한 사실을 파악했고, 24일 전후로는 건물 외벽이 해체된 장면을 확인했다고 보도했다. 가로 30m, 세로 20m 규모인 이 건물은 지하 터널로 운송된 로켓 추진체를 바닥에 뚫린 구멍에서 끌어올려 주처리 건물로 옮기고 이후 완성된 로켓을 수직으로 세워 발사장 서쪽 끝부분에 위치한 발사대로 옮기는 역할을 해 왔다고 방송은 전했다. 위성사진 분석가인 데이비드 슈멀러 제임스마틴 비확산센터 선임연구원은 ""이번에 포착된 변화는 아마도 이 일대 현대화 작업의 일환일 것""이라며 ""이 건물의 진행 상황을 면밀히 지켜볼 필요가 있다""고 말했다. 동창리 위성발사장에서는 지난 3월 김정은 국무위원장이 '현대적 개건·확장'을 지시한 이후 계속 공사 동향이 포착돼 우리 군과 정보 당국도 주시하고 있는 것으로 알려졌다. 이곳은 북한이 핵탄두를 탑재할 수 있는 장거리 미사일을 개발하는 주요 시설이라는 점에서 대량살상무기(WMD) 확산을 우려하는 국제사회의 시선이 집중되는 상황이다. 북한은 지난 2012년 4월과 12월 동창리 서해위성발사장에서 '광명성 3호' 장거리 로켓을 발사한 데 이어 2016년 2월 '광명성 4호'도 이곳에서 발사한 바 있다. onlinenews@heraldcorp.com",https://v.daum.net/v/20221105093003926
10,3.87,27.84,11.51,8.72,8.66,31.47,“北 동창리발사장 이동식건물 지붕 해체”…ICBM 추가 도발 가능성,"  북한 평안북도 철산군 동창리 서해 위성발사장의 이동식 건물의 지붕과 외벽 상당 부분이 해체된 정황이 포착됐습다고 미국의소리(VOA) 방송이 전했습니다. 서해 위성발사장은 북한의 대표적인 장거리 로켓 발사 장소로 꼽혀, 이곳의 변화가 대륙간탄도미사일(ICBM) 추가 발사 등으로 이어질 가능성이 대두됩니다.             VOA는 오늘(5일) 미들베리 국제학연구소 제임스마틴 비확산센터가 공개한 민간 위성사진업체 ‘플래닛 랩스’의 4일자 위성사진에 이 같은 동향이 나타났다고 보도했습니다.  VOA에 따르면 조립건물이 있던 자리가 이전과 달리 텅 비었고, 특히 이틀 전인 2일까지 포착되던 지붕이 사라지면서 하얗게 드러나던 건물의 외형도 자취를 감췄습니다.  다만 건물 주변으로 어렴풋이 그림자가 드리워졌다는 점에서 건물 일부 외벽은 형태를 유지하고 있지만 바로 옆 주처리 건물에 비해 높이가 확연히 낮아진 것으로 볼 때 건물 외벽 상당 부분이 해체된 것으로 VOA는 추정했습니다.  VOA는 지난달 11일 촬영된 위성사진을 분석해 이 조립 건물이 원래 위치에서 서쪽으로 약 40m 이동한 사실을 파악했으며, 24일 전후로는 건물 외벽이 해체된 장면을 확인해 보도한바 있습니다.  가로 30m, 세로 20m 규모인 이 건물은 지하 터널로 운송된 로켓 추진체를 바닥에 뚫린 구멍에서 끌어올려 주처리 건물로 옮기고 이후 완성된 로켓을 수직으로 세워 발사장 서쪽 끝부분에 위치한 발사대로 옮기는 역할을 해 왔다고 방송은 전했습니다.  위성사진 분석가인 데이비드 슈멀러 제임스마틴 비확산센터 선임연구원은 VOA와 인터뷰에서 “이번에 포착된 변화는 아마도 이 일대 현대화 작업의 일환일 것”이라며 “이 건물의 진행 상황을 면밀히 지켜볼 필요가 있다”고 말했습니다.  앞서 김정은 국무위원장은 올해 3월 서해위성발사장을 시찰하고 발사장 현대화 작업을 지시한 바 있습니다. 북한은 지난 2012년 4월과 12월 동창리 서해위성발사장에서 ‘광명성 3호’ 장거리 로켓을 발사한 데 이어 2016년 2월 ‘광명성 4호’도 이곳에서 발사한 바 있습니다.  채널A 디지털뉴스팀?",https://v.daum.net/v/20221105090043598
10,4.0,33.42,13.47,32.38,9.27,57.97,"""동창리발사장 건물 지붕·외벽 해체""…北 추가 도발 나서나","북한 평안북도 철산군 동창리 서해 위성발사장의 이동식 건물 지붕과 외벽 일부가 해체된 것으로 나타났다. 그간 북한이 대륙간탄도미사일(ICBM) 엔진 시험 등을 진행한 장소라는 점에서 추가 미사일 도발 가능성이 대두된다. 미국의소리(VOA) 방송은 5일 미들베리 국제학연구소 제임스마틴 비확산센터가 공개한 민간 위성사진업체 '플래닛 랩스'의 4일자 위성사진에 이같은 동향이 나타났다고 전했다. VOA에 따르면 조립건물이 있던 자리가 이전과 달리 텅 비었고, 특히 이틀 전인 2일까지 포착되던 지붕이 사라지면서 하얗게 드러나던 건물의 외형도 자취를 감췄다. VOA는 지난달 11일 촬영된 위성사진을 분석해 이 조립 건물이 원래 위치에서 서쪽으로 약 40m 이동한 사실을 파악했고, 24일 전후로는 건물 외벽이 해체된 장면을 확인해 보도했다. 가로 30m, 세로 20m 규모인 이 건물은 지하 터널로 운송된 로켓 추진체를 바닥에 뚫린 구멍에서 끌어올려 주처리 건물로 옮기고 이후 완성된 로켓을 수직으로 세워 발사장 서쪽 끝부분에 위치한 발사대로 옮기는 역할을 해 왔다고 방송은 전했다. 위성사진 분석가인 데이비드 슈멀러 제임스마틴 비확산센터 선임연구원은 ""이번에 포착된 변화는 아마도 이 일대 현대화 작업의 일환일 것""이라며 ""이 건물의 진행 상황을 면밀히 지켜볼 필요가 있다""고 말했다. 동창리 위성발사장에서는 지난 3월 김정은 국무위원장이 '현대적 개건·확장'을 지시한 이후 계속 공사 동향이 포착돼 우리 군과 정보 당국도 주시하고 있는 것으로 알려졌다. 이곳은 북한이 핵탄두를 탑재할 수 있는 장거리 미사일을 개발하는 주요 시설이다. 이에 대량살상무기(WMD) 확산을 우려하는 국제사회의 시선이 집중되고 있다. 북한은 지난 2012년 4월과 12월 동창리 서해위성발사장에서 '광명성 3호' 장거리 로켓을 발사한 데 이어 2016년 2월 '광명성 4호'도 이곳에서 발사한 바 있다. 김은지 한경닷컴 기자 eunin11@hankyung.com",https://v.daum.net/v/20221105084102431
